,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
280,65,Private,111095,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,16,United States,<=50K
281,37,Self employed,57424,Bachelors,13,Divorced,Sales,Not in family,White,Female,0,0,60,United States,<=50K
282,24,Private,278130,High school graduate,9,Single,Craft and repair,Child,White,Male,0,0,40,United States,<=50K
283,38,Private,169469,High school graduate,9,Divorced,Sales,Not in family,White,Male,0,0,80,United States,<=50K
284,48,Private,146268,Bachelors,13,Married civilian,Administrative,Husband,White,Male,7688,0,40,United States,>50K
285,21,Private,153718,College,10,Single,Service,Not in family,Asian-Pac-Islander,Female,0,0,25,United States,<=50K
286,31,Private,217460,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,45,United States,>50K
287,55,Private,238638,High school graduate,9,Married civilian,Sales,Husband,White,Male,4386,0,40,United States,>50K
288,24,Private,303296,College,10,Married civilian,Administrative,Wife,Asian-Pac-Islander,Female,0,0,40,Laos,<=50K
289,43,Private,173321,High school graduate,9,Divorced,Administrative,Not in family,White,Female,0,0,40,United States,<=50K
290,26,Private,193945,Associate academic,12,Single,Tech support,Not in family,White,Male,0,0,45,United States,<=50K
291,46,Private,83082,Associate academic,12,Single,Professional,Not in family,White,Female,0,0,33,United States,<=50K
292,35,Private,193815,Associate academic,12,Married civilian,Administrative,Husband,White,Male,0,0,40,United States,>50K
293,41,Self employed,34987,College,10,Married civilian,Agricultural,Husband,White,Male,0,0,54,United States,>50K
294,26,Private,59306,Bachelors,13,Single,Sales,Not in family,White,Male,0,0,40,United States,<=50K
295,34,Private,142897,Masters,14,Married civilian,Managerial,Husband,Asian-Pac-Islander,Male,7298,0,35,Taiwan,>50K
296,36,Self employed,205607,Bachelors,13,Divorced,Professional,Not in family,Black,Female,0,0,40,United States,>50K
297,22,Private,199698,College,10,Single,Sales,Child,White,Male,0,0,15,United States,<=50K
298,24,Private,191954,College,10,Single,Machine inspectors,Not in family,White,Male,0,0,40,United States,<=50K
299,77,Self employed,138714,College,10,Married civilian,Sales,Husband,White,Male,0,0,40,United States,<=50K
300,22,Private,399087,5th-6th,3,Married civilian,Machine inspectors,Relative,White,Female,0,0,40,Mexico,<=50K
301,29,Private,423158,College,10,Single,Tech support,Not in family,White,Female,0,0,40,United States,<=50K
302,62,Private,159841,High school graduate,9,Widowed,Service,Not in family,White,Female,0,0,24,United States,<=50K
303,39,Self employed,174308,High school graduate,9,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,<=50K
304,43,Private,50356,College,10,Married civilian,Craft and repair,Husband,White,Male,0,1485,50,United States,<=50K
305,35,Private,186110,High school graduate,9,Divorced,Transport,Not in family,White,Male,0,0,45,United States,<=50K
306,29,Private,200381,11th,7,Single,Managerial,Not in family,White,Female,0,0,40,United States,<=50K
307,76,Self employed,174309,Masters,14,Married civilian,Craft and repair,Husband,White,Male,0,0,10,United States,<=50K
308,63,Self employed,78383,High school graduate,9,Married civilian,Agricultural,Husband,White,Male,0,0,45,United States,<=50K
309,43,Private,187728,College,10,Married civilian,Professional,Wife,White,Female,0,1887,50,United States,>50K
310,58,Self employed,321171,High school graduate,9,Married civilian,Handlers,Husband,White,Male,0,0,40,United States,<=50K
311,66,Private,127921,High school graduate,9,Single,Transport,Not in family,White,Male,2050,0,55,United States,<=50K
312,41,Private,206565,College,10,Single,Craft and repair,Not in family,Black,Male,0,0,45,United States,<=50K
313,26,Private,224563,Bachelors,13,Single,Administrative,Not in family,White,Male,0,0,40,United States,<=50K
314,47,Private,178686,Associate vocational,11,Single,Service,Not in family,White,Male,0,0,40,United States,<=50K
315,55,Local government,98545,10th,6,Married civilian,Administrative,Husband,White,Male,0,0,40,United States,<=50K
316,53,Private,242606,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,40,United States,<=50K
317,17,Private,270942,5th-6th,3,Single,Service,Relative,White,Male,0,0,48,Mexico,<=50K
318,30,Private,94235,High school graduate,9,Single,Craft and repair,Relative,White,Male,0,0,40,United States,<=50K
319,49,Private,71195,Masters,14,Single,Professional,Not in family,White,Male,0,0,60,United States,<=50K
320,19,Private,104112,High school graduate,9,Single,Sales,Single,Black,Male,0,0,30,Haiti,<=50K
321,45,Private,261192,High school graduate,9,Married civilian,Service,Husband,Black,Male,0,0,40,United States,<=50K
322,26,Private,94936,Associate academic,12,Single,Sales,Not in family,White,Male,0,0,40,United States,<=50K
323,38,Private,296478,Associate vocational,11,Married civilian,Craft and repair,Husband,White,Male,7298,0,40,United States,>50K
324,36,State government,119272,High school graduate,9,Married civilian,Protective services,Husband,White,Male,7298,0,40,United States,>50K
325,33,Private,85043,High school graduate,9,Single,Agricultural,Not in family,White,Male,0,0,20,United States,<=50K
326,22,State government,293364,College,10,Single,Protective services,Child,Black,Female,0,0,40,United States,<=50K
327,43,Self employed,241895,Bachelors,13,Single,Sales,Not in family,White,Male,0,0,42,United States,<=50K
328,56,Private,101128,Associate academic,12,Married spouse absent,Service,Not in family,White,Male,0,0,25,Iran,<=50K
329,31,Private,156464,Bachelors,13,Single,Professional,Child,White,Male,0,0,25,United States,<=50K
330,33,Private,117963,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,>50K
331,26,Private,192262,High school graduate,9,Married civilian,Service,Husband,White,Male,0,0,40,United States,<=50K
332,33,Private,111363,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,>50K
333,46,Local government,329752,11th,7,Married civilian,Transport,Husband,White,Male,0,0,30,United States,<=50K
334,38,Federal government,95432,High school graduate,9,Married civilian,Administrative,Husband,White,Male,0,0,40,United States,>50K
335,65,Private,161400,11th,7,Widowed,Service,Single,Other,Male,0,0,40,United States,<=50K
336,40,Private,96129,Associate vocational,11,Married civilian,Tech support,Husband,White,Male,0,0,40,United States,>50K
337,42,Private,111949,High school graduate,9,Married civilian,Administrative,Wife,White,Female,0,0,35,United States,<=50K
338,26,Self employed,117125,9th,5,Married civilian,Craft and repair,Husband,White,Male,0,0,40,Portugal,<=50K
339,36,Private,348022,10th,6,Married civilian,Service,Wife,White,Female,0,0,24,United States,<=50K
340,62,Private,270092,Masters,14,Married civilian,Professional,Husband,White,Male,0,0,40,United States,>50K
341,43,Private,180609,Bachelors,13,Married civilian,Transport,Husband,White,Male,0,0,45,United States,<=50K
342,43,Private,174575,Bachelors,13,Divorced,Managerial,Not in family,White,Male,0,1564,45,United States,>50K
343,22,Private,410439,High school graduate,9,Married spouse absent,Sales,Not in family,White,Male,0,0,55,United States,<=50K
344,28,Private,92262,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
345,56,Self employed,183081,College,10,Married civilian,Sales,Husband,White,Male,0,0,45,United States,<=50K
346,22,Private,362589,Associate academic,12,Single,Sales,Not in family,White,Female,0,0,15,United States,<=50K
347,57,Private,212448,Bachelors,13,Divorced,Managerial,Not in family,White,Female,0,0,45,United States,>50K
348,39,Private,481060,High school graduate,9,Divorced,Sales,Single,White,Female,0,0,40,United States,<=50K
349,26,Federal government,185885,College,10,Single,Administrative,Single,White,Female,0,0,15,United States,<=50K
350,17,Private,89821,11th,7,Single,Service,Child,White,Male,0,0,10,United States,<=50K
351,40,State government,184018,Associate vocational,11,Married civilian,Machine inspectors,Husband,White,Male,0,0,38,United States,>50K
352,45,Private,256649,High school graduate,9,Married civilian,Machine inspectors,Husband,Black,Male,0,0,40,United States,<=50K
353,44,Private,160323,High school graduate,9,Single,Craft and repair,Not in family,Black,Male,0,0,40,United States,<=50K
354,20,Local government,350845,College,10,Single,Administrative,Child,White,Female,0,0,10,United States,<=50K
355,33,Private,267404,High school graduate,9,Married civilian,Craft and repair,Wife,White,Female,0,0,40,United States,<=50K
356,23,Private,35633,College,10,Single,Sales,Not in family,White,Male,0,0,40,United States,<=50K
357,46,Self employed,80914,Masters,14,Divorced,Managerial,Not in family,White,Male,0,0,30,United States,<=50K
358,38,Private,172927,High school graduate,9,Married civilian,Sales,Husband,White,Male,0,0,50,United States,<=50K
359,54,Private,174319,High school graduate,9,Divorced,Transport,Not in family,White,Male,0,0,40,United States,<=50K
360,46,Private,214955,5th-6th,3,Divorced,Craft and repair,Not in family,White,Female,0,2339,45,United States,<=50K
361,25,Private,344991,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
362,46,Private,108699,College,10,Divorced,Sales,Not in family,White,Female,0,0,40,United States,<=50K
363,36,Local government,117312,College,10,Married civilian,Transport,Wife,White,Female,0,0,40,United States,<=50K
364,23,Private,396099,High school graduate,9,Single,Service,Not in family,White,Female,0,0,25,United States,<=50K
365,29,Private,134152,High school graduate,9,Separated,Machine inspectors,Not in family,White,Male,0,0,40,United States,<=50K
366,44,Private,162028,College,10,Married civilian,Administrative,Wife,White,Female,0,2415,6,United States,>50K
367,19,Private,25429,College,10,Single,Administrative,Child,White,Female,0,0,16,United States,<=50K
368,19,Private,232392,High school graduate,9,Single,Service,Relative,White,Female,0,0,40,United States,<=50K
369,35,Private,220098,High school graduate,9,Married civilian,Service,Wife,White,Female,0,0,40,United States,>50K
370,27,Private,301302,Bachelors,13,Single,Craft and repair,Not in family,White,Male,0,0,50,United States,<=50K
371,46,Self employed,277946,Associate academic,12,Separated,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
373,34,Private,196164,High school graduate,9,Single,Service,Not in family,White,Female,0,0,35,United States,<=50K
374,44,Private,115562,College,10,Married civilian,Tech support,Husband,White,Male,0,0,40,United States,<=50K
375,45,Private,96975,College,10,Divorced,Handlers,Single,White,Female,0,0,40,United States,<=50K
376,25,Private,86872,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,55,United States,>50K
377,52,Self employed,132178,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,50,United States,>50K
378,20,Private,416103,College,10,Single,Handlers,Child,White,Male,0,0,40,United States,<=50K
379,28,Private,108574,College,10,Single,Service,Not in family,White,Female,0,0,40,United States,<=50K
380,50,State government,288353,Bachelors,13,Married civilian,Protective services,Husband,White,Male,0,0,40,United States,>50K
381,34,Private,227689,Associate vocational,11,Divorced,Tech support,Not in family,White,Female,0,0,64,United States,<=50K
382,28,Private,166481,7th-8th,4,Married civilian,Handlers,Husband,Other,Male,0,2179,40,Puerto Rico,<=50K
383,41,Private,445382,Masters,14,Married civilian,Managerial,Husband,White,Male,0,1977,65,United States,>50K
384,28,Private,110145,High school graduate,9,Married civilian,Administrative,Husband,White,Male,0,0,40,United States,<=50K
385,46,Self employed,317253,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,25,United States,<=50K
386,32,Private,364657,College,10,Married civilian,Managerial,Husband,White,Male,0,0,50,United States,<=50K
387,41,Local government,42346,College,10,Divorced,Service,Not in family,Black,Female,0,0,24,United States,<=50K
388,24,Private,241951,High school graduate,9,Single,Handlers,Single,Black,Female,0,0,40,United States,<=50K
389,33,Private,118500,College,10,Divorced,Managerial,Single,White,Female,0,0,40,United States,<=50K
390,46,Private,188386,Doctorate,16,Married civilian,Managerial,Husband,White,Male,15024,0,60,United States,>50K
391,31,State government,1033222,College,10,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
392,35,Private,92440,12th,8,Divorced,Craft and repair,Not in family,White,Male,0,0,50,United States,>50K
393,52,Private,190762,1st-4th,2,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,Mexico,<=50K
394,30,Private,426017,11th,7,Single,Service,Child,White,Female,0,0,19,United States,<=50K
395,34,Local government,243867,11th,7,Separated,Machine inspectors,Not in family,Black,Male,0,0,40,United States,<=50K
396,34,State government,240283,High school graduate,9,Divorced,Transport,Single,White,Female,0,0,40,United States,<=50K
397,20,Private,61777,College,10,Married civilian,Sales,Husband,White,Male,0,0,30,United States,<=50K
398,17,Private,175024,11th,7,Single,Handlers,Child,White,Male,2176,0,18,United States,<=50K
399,32,State government,92003,Bachelors,13,Married civilian,Managerial,Wife,White,Female,0,0,40,United States,>50K
400,29,Private,188401,High school graduate,9,Divorced,Agricultural,Not in family,White,Male,0,0,40,United States,<=50K
401,33,Private,228528,10th,6,Single,Craft and repair,Single,White,Female,0,0,35,United States,<=50K
402,25,Private,133373,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,60,United States,<=50K
403,36,Federal government,255191,Masters,14,Single,Professional,Not in family,White,Male,0,1408,40,United States,<=50K
404,23,Private,204653,High school graduate,9,Single,Handlers,Not in family,White,Male,0,0,72,Dominican Republic,<=50K
405,63,Self employed,222289,High school graduate,9,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,>50K
406,47,Local government,287480,Masters,14,Married civilian,Professional,Husband,White,Male,0,0,40,United States,<=50K
407,40,Self employed,204116,Bachelors,13,Married spouse absent,Professional,Not in family,White,Female,2174,0,40,United States,<=50K
